record_id,record_type,drive_file_id,drive_filename,drive_mime_type,drive_size_bytes,archive_filename,internal_filename,volume,issue,article_number,year,article_title,author,printed_page_range,pdf_pages,sha256,text_extraction_status,research_status,local_path,text_path,notes
M-0006,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/005-review-of-seeing-like-a-commons-eighty-years-of-intentional-community-building-and-commons-stewardship-in-celo.pdf,41,1,5,2021,"Review of Seeing Like a Commons: Eighty Years of Intentional
Community Building and Commons Stewardship in Celo,
North Carolina",Deborah Altus,,7,24fae4537b7443ec891622de9166c99da07d573ee1793629200f8242676863fd,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/005-review-of-seeing-like-a-commons-eighty-years-of-intentional-community-building-and-commons-stewardship-in-celo.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/005-review-of-seeing-like-a-commons-eighty-years-of-intentional-community-building-and-commons-stewardship-in-celo.txt,kind=book_review
M-0007,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/006-review-of-blessings-and-burdens-100-years-of-hutterites-in-manitoba.pdf,41,1,6,2021,Review of Blessings and Burdens: 100 Years of Hutterites in Manitoba,Zach Rubin,,3,7b7470b1abf5713f9a1809632d775f682e8966195d76e85d70c3993b3804c1cb,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/006-review-of-blessings-and-burdens-100-years-of-hutterites-in-manitoba.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/006-review-of-blessings-and-burdens-100-years-of-hutterites-in-manitoba.txt,kind=book_review
M-0008,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/007-review-of-the-benedictine-option-a-strategy-for-christians-in-a-post-christian-nation.pdf,41,1,7,2021,"Review of The Benedictine Option: A Strategy for Christians in a
Post-Christian Nation",Etta Madden,,5,c3c4b09055469e22aed3284a01b37ccdb05acf0bafba33b30d4192147cd7a8ab,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/007-review-of-the-benedictine-option-a-strategy-for-christians-in-a-post-christian-nation.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/007-review-of-the-benedictine-option-a-strategy-for-christians-in-a-post-christian-nation.txt,kind=book_review
M-0009,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/008-review-of-gentle-words-the-meaning-and-message-of-shaker-music.pdf,41,1,8,2021,Review of Gentle Words: The Meaning and Message of Shaker Music,Carol Medlicott,,5,5f8134f8fc09fcb4d1da65f360b29f130fec7afdbbc1a95bdef262f83bf058f6,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/008-review-of-gentle-words-the-meaning-and-message-of-shaker-music.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/008-review-of-gentle-words-the-meaning-and-message-of-shaker-music.txt,kind=book_review
M-0010,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/009-review-of-the-kingdom-of-god-is-at-hand-the-christian-commonwealth-in-georgia-1896-1901.pdf,41,1,9,2021,"Review of The Kingdom of God is at Hand: The Christian
Commonwealth in Georgia, 1896-1901",Cheryl Coulthard,,4,aaaebdb5f6e638306a7f13523fca21207be1dc30d3b744cb9498087d4ef05dec,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/009-review-of-the-kingdom-of-god-is-at-hand-the-christian-commonwealth-in-georgia-1896-1901.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/009-review-of-the-kingdom-of-god-is-at-hand-the-christian-commonwealth-in-georgia-1896-1901.txt,kind=book_review
M-0011,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/010-review-of-joseph-smith-for-president-the-prophet-the-assassins-and-the-fight-for-american-religious-freedom.pdf,41,1,10,2021,"Review of Joseph Smith for President: The Prophet, the Assassins, and
the Fight for American Religious Freedom",Timothy Miller,,3,af0bf2968b35264d1a4f6e9e79d78c58d48303406d745c237e6158243214f0ef,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/010-review-of-joseph-smith-for-president-the-prophet-the-assassins-and-the-fight-for-american-religious-freedom.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/010-review-of-joseph-smith-for-president-the-prophet-the-assassins-and-the-fight-for-american-religious-freedom.txt,kind=book_review
M-0012,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/011-review-of-camphill-and-the-future-spirituality-and-disability-in-an-evolving-communal-movement.pdf,41,1,11,2021,"Review of Camphill and the Future: Spirituality and Disability in an
Evolving Communal Movement",Ann L. Coble,,5,284b696882cb1353bf13865f17c2a585aa0aece873a7b7fe7e1e02db04d31e56,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/011-review-of-camphill-and-the-future-spirituality-and-disability-in-an-evolving-communal-movement.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/011-review-of-camphill-and-the-future-spirituality-and-disability-in-an-evolving-communal-movement.txt,kind=book_review
M-0013,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/012-the-marketplace-migration-and-material-culture-origins-of-distinction-in-kentucky-shaker-furniture.pdf,41,1,12,2021,"The Marketplace, Migration, and Material Culture: Origins
of Distinction in Kentucky Shaker Furniture",Marc A. Rhorer,,30,fb14983c792e795f2c4a488eee188feead315661b6a2723b043c15a914bb22a5,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/012-the-marketplace-migration-and-material-culture-origins-of-distinction-in-kentucky-shaker-furniture.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/012-the-marketplace-migration-and-material-culture-origins-of-distinction-in-kentucky-shaker-furniture.txt,kind=article
M-0014,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/013-the-community-and-the-world-place-making-and-re-making-in-amana.pdf,41,1,13,2021,"â•œThe Communityâ•š and â•œthe Worldâ•š: Place-Making and
Re-Making in Amana",Jonathan G. Andelson,,33,d45120b9b6af44db3f4d2ee57977b3c698ab887062a2388e70f663fd6c8060ac,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/013-the-community-and-the-world-place-making-and-re-making-in-amana.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/013-the-community-and-the-world-place-making-and-re-making-in-amana.txt,kind=article
M-0015,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/014-the-zoar-artist.pdf,41,1,14,2021,The Zoar Artist,Kathleen Fernandez,,21,8ec5f0cb4d5f6e175515253a11fbd16174fcf43d342797d7d9396114a3f0cbe0,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/014-the-zoar-artist.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/014-the-zoar-artist.txt,kind=article
M-0016,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/015-self-justification-in-the-artistic-practice-and-artworks-of-kibbutz-women-artists.pdf,41,1,15,2021,"Self-Justification in the Artistic Practice and Artworks of
Kibbutz Women Artists",Ruth Yurovski,,25,aa7d5351d888cd32f7ee87048ec836f28622c42a95d235088a38479c1939af19,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/015-self-justification-in-the-artistic-practice-and-artworks-of-kibbutz-women-artists.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/015-self-justification-in-the-artistic-practice-and-artworks-of-kibbutz-women-artists.txt,kind=article
M-0017,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/016-constructing-community-building-design-infrastructure-and-ecological-habitus-at-dancing-rabbit-ecovillage.pdf,41,1,16,2021,"Constructing Community: Building Design, Infrastructure,
and Ecological Habitus at Dancing Rabbit Ecovillage",Zach Rubin and Joshua Lockyer,,26,da8ebae190c24f640bbc0e51da4fd4052ae6ce43ac46a2ab1fe4fb831f1bec85,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/016-constructing-community-building-design-infrastructure-and-ecological-habitus-at-dancing-rabbit-ecovillage.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/016-constructing-community-building-design-infrastructure-and-ecological-habitus-at-dancing-rabbit-ecovillage.txt,kind=article
M-0018,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/017-far-out-west-a-utopian-comic-adventure.pdf,41,1,17,2021,Far Out West: A utopian Comic Adventure,Cheryl Coulthard,,27,836c49a697119af955e0f7502ea28509b81e8dd79349dbac7371e677e00e27e8,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/017-far-out-west-a-utopian-comic-adventure.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/017-far-out-west-a-utopian-comic-adventure.txt,kind=article
M-0019,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/018-from-the-editors.pdf,41,1,18,2021,From the Editors,"Thomas A. Guiler, Susan Love Brown, Heather Van Wormer, and Cheryl Coulthard",,5,2eeea2b3a7b39d2cac6adeb9a7ae406fb8c1881321ca78766354d8c9c6ef3e88,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/018-from-the-editors.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/018-from-the-editors.txt,kind=editorial
M-0020,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/019-table-of-contents.pdf,41,1,19,2021,Table of Contents,,,4,6e87bf6641c123cd546f4d4dfae834cc72dbbe87bccb513819e00a981aaa435e,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/019-table-of-contents.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/019-table-of-contents.txt,kind=table_of_contents
M-0021,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol41/iss1/020-front-matter.pdf,41,1,20,2021,Front Matter,,,6,d03aaedea0f1ef4e0f7a3d2e73f95d8d981b8e5a4c35750e60b2894d734c6db3,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/020-front-matter.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol41/iss1/020-front-matter.txt,kind=front_matter
M-0022,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/001-front-matter.pdf,42,1,1,2022,Front Matter,,,7,9d1afd21eb779bbf01aa50b07e3d5ceae01e3561fcbcae3d05a54a078d412578,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/001-front-matter.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/001-front-matter.txt,kind=front_matter
M-0023,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/002-table-of-contents.pdf,42,1,2,2022,Table of Contents,,,3,17b334c506e19e690c35a6b4f89306f25e8906387c527ded6ea4198ab2eb8a1a,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/002-table-of-contents.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/002-table-of-contents.txt,kind=table_of_contents
M-0024,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/003-from-the-editors.pdf,42,1,3,2022,From the Editors,"Heather Van Wormer, Thomas A. Guiler, and Cheryl Coulthard",,3,6282b54d3bc62806b9a31be7be5c83d549c825ccfcae0b06acd68b97a218d297,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/003-from-the-editors.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/003-from-the-editors.txt,kind=editorial
M-0025,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/004-housing-in-contemporary-intentional-communities.pdf,42,1,4,2022,Housing in Contemporary Intentional Communities,Lucy Sargisson,,14,fd10b9f749e0d2bc7d359d437c4c23c04272696941079ddbd7634f4d0cce3760,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/004-housing-in-contemporary-intentional-communities.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/004-housing-in-contemporary-intentional-communities.txt,kind=article
M-0026,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/005-the-value-in-imperfect-endeavors-exploring-postcapitalist-and-prefigurative-practices-at-east-wind-intentional.pdf,42,1,5,2022,The Value in Imperfect Endeavors: Exploring Postcapitalist and Prefigurative Practices at East Wind Intentional Community,Olivia Chandler,,36,9fd23b807df86a0269629f8e8b471a3bdfc902acb29be6fa5b49bf6cbead1d27,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/005-the-value-in-imperfect-endeavors-exploring-postcapitalist-and-prefigurative-practices-at-east-wind-intentional.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/005-the-value-in-imperfect-endeavors-exploring-postcapitalist-and-prefigurative-practices-at-east-wind-intentional.txt,kind=article
M-0027,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/006-review-of-countercultural-crossover-growing-up-in-the-love-family.pdf,42,1,6,2022,Review of Countercultural Crossover: Growing Up in the Love Family,Deborah E. Altus,,5,5a9950e9186abac2743f00b18904a8f7d8a82b4787e5db5827af3455d9e1d187,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/006-review-of-countercultural-crossover-growing-up-in-the-love-family.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/006-review-of-countercultural-crossover-growing-up-in-the-love-family.txt,kind=book_review
M-0028,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/007-review-of-terrible-revolution-latter-day-saints-the-american-apocalypse.pdf,42,1,7,2022,Review of Terrible Revolution: Latter-day Saints & the American Apocalypse,Martha Bradley Evans,,4,1b2b857987749d43177d7af0602f448de3ebe580d45dc24a5f82606b2e685d37,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/007-review-of-terrible-revolution-latter-day-saints-the-american-apocalypse.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/007-review-of-terrible-revolution-latter-day-saints-the-american-apocalypse.txt,kind=book_review
M-0029,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/008-review-of-sex-and-sects-the-story-of-mormon-polygamy-shaker-celibacy-and-oneida-complex-marriage.pdf,42,1,8,2022,"Review of Sex and Sects: The Story of Mormon Polygamy, Shaker Celibacy, and Oneida Complex Marriage",Cheryl Coulthard,,5,46c3a9c0e42e594654b615f19e73f467388cd1c67305e0652fcee61bc26c2c06,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/008-review-of-sex-and-sects-the-story-of-mormon-polygamy-shaker-celibacy-and-oneida-complex-marriage.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/008-review-of-sex-and-sects-the-story-of-mormon-polygamy-shaker-celibacy-and-oneida-complex-marriage.txt,kind=book_review
M-0030,archive_pdf,REDACTED,COMMUNAL-SOCIETIES-v41-v45.zip,application/zip,55770584,COMMUNAL-SOCIETIES-v41-v45.zip,archive/vol42/iss1/009-review-of-how-god-found-me-memoirs-of-an-american-guru.pdf,42,1,9,2022,Review of How God Found Me: Memoirs of an American Guru,Jennifer Greene,,4,bd73ef028f68e6a095320cf4ca71d9483ffa1c6e545fd49a13e55c3fd3c47bcd,extracted,not processed,unpacked/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/009-review-of-how-god-found-me-memoirs-of-an-american-guru.pdf,text/COMMUNAL-SOCIETIES-v41-v45/archive/vol42/iss1/009-review-of-how-god-found-me-memoirs-of-an-american-guru.txt,kind=book_review
